sample_name,annual_precpt,annual_temp,bulk_elect_conductivity,collection_date,collection_time,cur_land_use,cur_vegetation,depth,ecoregion,elev,env_broad_scale,env_local_scale,env_medium,geo_loc_name,growth_facil,infiltration_1,infiltration_2,infiltration_notes,lat_lon,misc_param,other,other_treatment,previous_land_use,samp_store_temp,sample_collection_dev,sampling_set,shipped_sample_size,soil_type,soil_type_meth,storage_condt,temp,water_content,watering_regm,weather,agrochem_addition,chem_administration,crop_rotation,drainage_class,extreme_event,fao_class,fire,flooding,link_climate_info,neon_plot_id,previous_land_use_meth,season_precpt,season_temp,slope_aspect,slope_gradient,tillage
60880_1_C4,,,0.185 mS/cm,2023-11-08,10:47:00 hh:mm:ss,pastureland,Grass/Pasture,0-10 cm,Southeast,15 m,terrestrial biome [ENVO:00000446],____agricultural field [ENVO:00000114],bulk soil [ENVO:00005802],"United States: Texas, Beaumont, Vamont Series",field,00:14 mm:ss,00:16 mm:ss,soils very very hard and one of the cores was damaged. We had to pour water in the soil to avoid damaging the cores.,"30.0135, -94.5009",,"3 repetions made. Due to the swelling, time seems to increase each time.",,,4 C,hand collected 5X10 cm,1,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,32.1 C,0.13 m3/m3,,,,,,,,,,,,,,,,,,
60880_2_A,,,0.223 mS/cm,2023-11-07,09:39:00 hh:mm:ss,meadows,Prairie,0-30 cm,Southern Plains,170.5 m,terrestrial biome [ENVO:00000446],____agricultural field [ENVO:00000114],bulk soil [ENVO:00005802],"United States: Texas, ARS Research Facility, Temple, Riesel Series",field,00:14 mm:ss,00:19 mm:ss,3 repetions were performed. Infiltration time increased after each due to swelling of clays,"31.4861, -96.8935",,,,,4 C,slide hammer corer 7.5X30 cm,2,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,26.2 C,0.255 m3/m3,,,,,,,,,,,,,,,,,,
60880_2_B,,,0.223 mS/cm,2023-11-07,09:39:00 hh:mm:ss,meadows,Prairie,0-30 cm,Southern Plains,170.5 m,terrestrial biome [ENVO:00000446],____agricultural field [ENVO:00000114],bulk soil [ENVO:00005802],"United States: Texas, ARS Research Facility, Temple, Riesel Series",field,00:14 mm:ss,00:19 mm:ss,3 repetions were performed. Infiltration time increased after each due to swelling of clays,"31.4861, -96.8935",,,,,4 C,slide hammer corer 7.5X30 cm,2,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,26.2 C,0.255 m3/m3,,,,,,,,,,,,,,,,,,
60880_2_C1,,,0.223 mS/cm,2023-11-07,09:39:00 hh:mm:ss,meadows,Prairie,0-10 cm,Southern Plains,170.5 m,terrestrial biome [ENVO:00000446],____agricultural field [ENVO:00000114],bulk soil [ENVO:00005802],"United States: Texas, ARS Research Facility, Temple, Riesel Series",field,00:14 mm:ss,00:19 mm:ss,3 repetions were performed. Infiltration time increased after each due to swelling of clays,"31.4861, -96.8935",,,,,4 C,hand collected 5X10 cm,2,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,26.2 C,0.255 m3/m3,,,,,,,,,,,,,,,,,,
60880_2_C2,,,0.223 mS/cm,2023-11-07,09:39:00 hh:mm:ss,meadows,Prairie,0-10 cm,Southern Plains,170.5 m,terrestrial biome [ENVO:00000446],____agricultural field [ENVO:00000114],bulk soil [ENVO:00005802],"United States: Texas, ARS Research Facility, Temple, Riesel Series",field,00:14 mm:ss,00:19 mm:ss,3 repetions were performed. Infiltration time increased after each due to swelling of clays,"31.4861, -96.8935",,,,,4 C,hand collected 5X10 cm,2,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,26.2 C,0.255 m3/m3,,,,,,,,,,,,,,,,,,
60880_2_C3,,,0.223 mS/cm,2023-11-07,09:39:00 hh:mm:ss,meadows,Prairie,0-10 cm,Southern Plains,170.5 m,terrestrial biome [ENVO:00000446],____agricultural field [ENVO:00000114],bulk soil [ENVO:00005802],"United States: Texas, ARS Research Facility, Temple, Riesel Series",field,00:14 mm:ss,00:19 mm:ss,3 repetions were performed. Infiltration time increased after each due to swelling of clays,"31.4861, -96.8935",,,,,4 C,hand collected 5X10 cm,2,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,26.2 C,0.255 m3/m3,,,,,,,,,,,,,,,,,,
60880_2_C4,,,0.223 mS/cm,2023-11-07,09:39:00 hh:mm:ss,meadows,Prairie,0-10 cm,Southern Plains,170.5 m,terrestrial biome [ENVO:00000446],____agricultural field [ENVO:00000114],bulk soil [ENVO:00005802],"United States: Texas, ARS Research Facility, Temple, Riesel Series",field,00:14 mm:ss,00:19 mm:ss,3 repetions were performed. Infiltration time increased after each due to swelling of clays,"31.4861, -96.8935",,,,,4 C,hand collected 5X10 cm,2,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,26.2 C,0.255 m3/m3,,,,,,,,,,,,,,,,,,
60880_3_A,,,0.067 mS/cm,2023-10-23,17:31:00 hh:mm:ss,industrial areas,Prairie at border of agricultural land,0-30 cm,Ozarks Complex,84.8 m,terrestrial biome [ENVO:00000446],____agricultural field [ENVO:00000114],bulk soil [ENVO:00005802],"United States: Arkansas, Agriculture Land",field,00:13 mm:ss,00:30 mm:ss,,"34.0486, -93.1034",,,,,4 C,slide hammer corer 7.5X30 cm,3,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,23.4 C,0.148 m3/m3,,,,,,,,,,,,,,,,,,
60880_3_B,,,0.067 mS/cm,2023-10-23,17:31:00 hh:mm:ss,industrial areas,Prairie at border of agricultural land,0-30 cm,Ozarks Complex,84.8 m,terrestrial biome [ENVO:00000446],____agricultural field [ENVO:00000114],bulk soil [ENVO:00005802],"United States: Arkansas, Agriculture Land",field,00:13 mm:ss,00:30 mm:ss,,"34.0486, -93.1034",,,,,4 C,slide hammer corer 7.5X30 cm,3,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,23.4 C,0.148 m3/m3,,,,,,,,,,,,,,,,,,
60880_3_C1,,,0.067 mS/cm,2023-10-23,17:31:00 hh:mm:ss,industrial areas,Prairie at border of agricultural land,0-10 cm,Ozarks Complex,84.8 m,terrestrial biome [ENVO:00000446],____agricultural field [ENVO:00000114],bulk soil [ENVO:00005802],"United States: Arkansas, Agriculture Land",field,00:13 mm:ss,00:30 mm:ss,,"34.0486, -93.1034",,,,,4 C,hand collected 5X10 cm,3,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,23.4 C,0.148 m3/m3,,,,,,,,,,,,,,,,,,
60880_3_C2,,,0.067 mS/cm,2023-10-23,17:31:00 hh:mm:ss,industrial areas,Prairie at border of agricultural land,0-10 cm,Ozarks Complex,84.8 m,terrestrial biome [ENVO:00000446],____agricultural field [ENVO:00000114],bulk soil [ENVO:00005802],"United States: Arkansas, Agriculture Land",field,00:13 mm:ss,00:30 mm:ss,,"34.0486, -93.1034",,,,,4 C,hand collected 5X10 cm,3,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,23.4 C,0.148 m3/m3,,,,,,,,,,,,,,,,,,
60880_3_C3,,,0.067 mS/cm,2023-10-23,17:31:00 hh:mm:ss,industrial areas,Prairie at border of agricultural land,0-10 cm,Ozarks Complex,84.8 m,terrestrial biome [ENVO:00000446],____agricultural field [ENVO:00000114],bulk soil [ENVO:00005802],"United States: Arkansas, Agriculture Land",field,00:13 mm:ss,00:30 mm:ss,,"34.0486, -93.1034",,,,,4 C,hand collected 5X10 cm,3,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,23.4 C,0.148 m3/m3,,,,,,,,,,,,,,,,,,
60880_3_C4,,,0.067 mS/cm,2023-10-23,17:31:00 hh:mm:ss,industrial areas,Prairie at border of agricultural land,0-10 cm,Ozarks Complex,84.8 m,terrestrial biome [ENVO:00000446],____agricultural field [ENVO:00000114],bulk soil [ENVO:00005802],"United States: Arkansas, Agriculture Land",field,00:13 mm:ss,00:30 mm:ss,,"34.0486, -93.1034",,,,,4 C,hand collected 5X10 cm,3,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,23.4 C,0.148 m3/m3,,,,,,,,,,,,,,,,,,
60880_4_A,,,0.099 mS/cm,2023-12-11,14:16:00 hh:mm:ss,conifers,Longleaf Pine,0-30 cm,Ozarks Complex,85 m,__temperate woodland biome [ENVO:01000221],____woodland clearing [ENVO:00000444],surface soil [ENVO:02000059],"United States: Alabama, Cecil",field,14:30 mm:ss,18:20 mm:ss,"Very wet, the second ring could not be measured","32.2646, -85.9956",,slope_aspect: flat,,,4 C,slide hammer corer 7.5X30 cm,4,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,13.7 C,0.398 m3/m3,,,,,,,,,,,,,,,,,,
60880_4_B,,,0.099 mS/cm,2023-12-11,14:16:00 hh:mm:ss,conifers,Longleaf Pine,0-30 cm,Ozarks Complex,85 m,__temperate woodland biome [ENVO:01000221],____woodland clearing [ENVO:00000444],surface soil [ENVO:02000059],"United States: Alabama, Cecil",field,14:30 mm:ss,18:20 mm:ss,,"32.2646, -85.9956",,slope_aspect: flat,,,4 C,slide hammer corer 7.5X30 cm,4,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,13.7 C,0.398 m3/m3,,,,,,,,,,,,,,,,,,
60880_4_C1,,,0.099 mS/cm,2023-12-11,14:16:00 hh:mm:ss,conifers,Longleaf Pine,0-10 cm,Ozarks Complex,85 m,__temperate woodland biome [ENVO:01000221],____woodland clearing [ENVO:00000444],surface soil [ENVO:02000059],"United States: Alabama, Cecil",field,14:30 mm:ss,18:20 mm:ss,,"32.2646, -85.9956",,slope_aspect: flat,,,4 C,hand collected 5X10 cm,4,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,13.7 C,0.398 m3/m3,,,,,,,,,,,,,,,,,,
60880_4_C2,,,0.099 mS/cm,2023-12-11,14:16:00 hh:mm:ss,conifers,Longleaf Pine,0-10 cm,Ozarks Complex,85 m,__temperate woodland biome [ENVO:01000221],____woodland clearing [ENVO:00000444],surface soil [ENVO:02000059],"United States: Alabama, Cecil",field,14:30 mm:ss,18:20 mm:ss,,"32.2646, -85.9956",,slope_aspect: flat,,,4 C,hand collected 5X10 cm,4,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,13.7 C,0.398 m3/m3,,,,,,,,,,,,,,,,,,
60880_4_C3,,,0.099 mS/cm,2023-12-11,14:16:00 hh:mm:ss,conifers,Longleaf Pine,0-10 cm,Ozarks Complex,85 m,__temperate woodland biome [ENVO:01000221],____woodland clearing [ENVO:00000444],surface soil [ENVO:02000059],"United States: Alabama, Cecil",field,14:30 mm:ss,18:20 mm:ss,,"32.2646, -85.9956",,slope_aspect: flat,,,4 C,hand collected 5X10 cm,4,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,13.7 C,0.398 m3/m3,,,,,,,,,,,,,,,,,,
60880_4_C4,,,0.099 mS/cm,2023-12-11,14:16:00 hh:mm:ss,conifers,Longleaf Pine,0-10 cm,Ozarks Complex,85 m,__temperate woodland biome [ENVO:01000221],____woodland clearing [ENVO:00000444],surface soil [ENVO:02000059],"United States: Alabama, Cecil",field,14:30 mm:ss,18:20 mm:ss,,"32.2646, -85.9956",,slope_aspect: flat,,,4 C,hand collected 5X10 cm,4,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,13.7 C,0.398 m3/m3,,,,,,,,,,,,,,,,,,
60880_5_A,,,0.587 mS/cm,2023-12-11,12:35:00 hh:mm:ss,hardwoods,Hardwood,0-30 cm,Ozarks Complex,82 m,__temperate woodland biome [ENVO:01000221],____woodland clearing [ENVO:00000444],surface soil [ENVO:02000059],"United States: Alabama, Cecil",field,09:48 mm:ss,failed,,"32.3000, -86.0539",,,,,4 C,slide hammer corer 7.5X30 cm,5,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,14.8 C,0.46 m3/m3,,,,,,,,,,,,,,,,,,
60880_5_B,,,0.587 mS/cm,2023-12-11,12:35:00 hh:mm:ss,hardwoods,Hardwood,0-30 cm,Ozarks Complex,82 m,__temperate woodland biome [ENVO:01000221],____woodland clearing [ENVO:00000444],surface soil [ENVO:02000059],"United States: Alabama, Cecil",field,09:48 mm:ss,failed,,"32.3000, -86.0539",,,,,4 C,slide hammer corer 7.5X30 cm,5,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,14.8 C,0.46 m3/m3,,,,,,,,,,,,,,,,,,
60880_5_C1,,,0.587 mS/cm,2023-12-11,12:35:00 hh:mm:ss,hardwoods,Hardwood,0-10 cm,Ozarks Complex,82 m,__temperate woodland biome [ENVO:01000221],____woodland clearing [ENVO:00000444],surface soil [ENVO:02000059],"United States: Alabama, Cecil",field,09:48 mm:ss,failed,,"32.3000, -86.0539",,,,,4 C,hand collected 5X10 cm,5,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,14.8 C,0.46 m3/m3,,,,,,,,,,,,,,,,,,
60880_5_C2,,,0.587 mS/cm,2023-12-11,12:35:00 hh:mm:ss,hardwoods,Hardwood,0-10 cm,Ozarks Complex,82 m,__temperate woodland biome [ENVO:01000221],____woodland clearing [ENVO:00000444],surface soil [ENVO:02000059],"United States: Alabama, Cecil",field,09:48 mm:ss,failed,,"32.3000, -86.0539",,,,,4 C,hand collected 5X10 cm,5,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,14.8 C,0.46 m3/m3,,,,,,,,,,,,,,,,,,
60880_5_C3,,,0.587 mS/cm,2023-12-11,12:35:00 hh:mm:ss,hardwoods,Hardwood,0-10 cm,Ozarks Complex,82 m,__temperate woodland biome [ENVO:01000221],____woodland clearing [ENVO:00000444],surface soil [ENVO:02000059],"United States: Alabama, Cecil",field,09:48 mm:ss,failed,,"32.3000, -86.0539",,,,,4 C,hand collected 5X10 cm,5,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,14.8 C,0.46 m3/m3,,,,,,,,,,,,,,,,,,
60880_5_C4,,,0.587 mS/cm,2023-12-11,12:35:00 hh:mm:ss,hardwoods,Hardwood,0-10 cm,Ozarks Complex,82 m,__temperate woodland biome [ENVO:01000221],____woodland clearing [ENVO:00000444],surface soil [ENVO:02000059],"United States: Alabama, Cecil",field,09:48 mm:ss,failed,,"32.3000, -86.0539",,,,,4 C,hand collected 5X10 cm,5,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,14.8 C,0.46 m3/m3,,,,,,,,,,,,,,,,,,
60880_6_A,,,did not collect,2024-04-02,12:00:00 hh:mm:ss,conifers,Longleaf Pine,0-30 cm,Ozarks Complex,84 m,__temperate woodland biome [ENVO:01000221],____woodland clearing [ENVO:00000444],surface soil [ENVO:02000059],"United States: Alabama, Cecil",field,did not collect,did not collect,did not collect,"32.5838, -85.4220",,,,,4 C,slide hammer corer 7.5X30 cm,6,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,did not collect,did not collect,,,,,,,,,,,,,,,,,,
60880_6_B,,,did not collect,2024-04-02,12:00:00 hh:mm:ss,conifers,Longleaf Pine,0-30 cm,Ozarks Complex,84 m,__temperate woodland biome [ENVO:01000221],____woodland clearing [ENVO:00000444],surface soil [ENVO:02000059],"United States: Alabama, Cecil",field,did not collect,did not collect,did not collect,"32.5838, -85.4220",,,,,4 C,slide hammer corer 7.5X30 cm,6,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,did not collect,did not collect,,,,,,,,,,,,,,,,,,
60880_6_C1,,,did not collect,2024-04-02,12:00:00 hh:mm:ss,conifers,Longleaf Pine,0-10 cm,Ozarks Complex,84 m,__temperate woodland biome [ENVO:01000221],____woodland clearing [ENVO:00000444],surface soil [ENVO:02000059],"United States: Alabama, Cecil",field,did not collect,did not collect,did not collect,"32.5838, -85.4220",,,,,4 C,hand collected 5X10 cm,6,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,did not collect,did not collect,,,,,,,,,,,,,,,,,,
60880_6_C2,,,did not collect,2024-04-02,12:00:00 hh:mm:ss,conifers,Longleaf Pine,0-10 cm,Ozarks Complex,84 m,__temperate woodland biome [ENVO:01000221],____woodland clearing [ENVO:00000444],surface soil [ENVO:02000059],"United States: Alabama, Cecil",field,did not collect,did not collect,did not collect,"32.5838, -85.4220",,,,,4 C,hand collected 5X10 cm,6,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,did not collect,did not collect,,,,,,,,,,,,,,,,,,
60880_6_C3,,,did not collect,2024-04-02,12:00:00 hh:mm:ss,conifers,Longleaf Pine,0-10 cm,Ozarks Complex,84 m,__temperate woodland biome [ENVO:01000221],____woodland clearing [ENVO:00000444],surface soil [ENVO:02000059],"United States: Alabama, Cecil",field,did not collect,did not collect,did not collect,"32.5838, -85.4220",,,,,4 C,hand collected 5X10 cm,6,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,did not collect,did not collect,,,,,,,,,,,,,,,,,,
60880_6_C4,,,did not collect,2024-04-02,12:00:00 hh:mm:ss,conifers,Longleaf Pine,0-10 cm,Ozarks Complex,84 m,__temperate woodland biome [ENVO:01000221],____woodland clearing [ENVO:00000444],surface soil [ENVO:02000059],"United States: Alabama, Cecil",field,did not collect,did not collect,did not collect,"32.5838, -85.4220",,,,,4 C,hand collected 5X10 cm,6,1 core,Vertisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,did not collect,did not collect,,,,,,,,,,,,,,,,,,
60881_1_A,,,0.000 mS/cm,2023-06-26,15:50:00 hh:mm:ss,pastureland,"Grass, Shrub",0-30 cm,Central Plains,1926 m,__temperate savanna biome [ENVO:01000189],____agricultural field [ENVO:00000114],surface soil [ENVO:02000059],"United States: Wyoming, Cheyenne",field,09:16 mm:ss,05:24 mm:ss,,"41.2097, -104.8634",,slope_aspect: northwest,,,4 C,slide hammer corer 7.5X30 cm,1,1 core,Aridisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,34.5 C,0.064 m3/m3,,,,,,,,,,,,,,,,,,
60881_1_B,,,0.000 mS/cm,2023-06-26,15:50:00 hh:mm:ss,pastureland,"Grass, Shrub",0-30 cm,Central Plains,1926 m,__temperate savanna biome [ENVO:01000189],____agricultural field [ENVO:00000114],surface soil [ENVO:02000059],"United States: Wyoming, Cheyenne",field,09:16 mm:ss,05:24 mm:ss,,"41.2097, -104.8634",,slope_aspect: northwest,,,4 C,slide hammer corer 7.5X30 cm,1,1 core,Aridisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,34.5 C,0.064 m3/m3,,,,,,,,,,,,,,,,,,
60881_1_C1,,,0.000 mS/cm,2023-06-26,15:50:00 hh:mm:ss,pastureland,"Grass, Shrub",0-10 cm,Central Plains,1926 m,__temperate savanna biome [ENVO:01000189],____agricultural field [ENVO:00000114],surface soil [ENVO:02000059],"United States: Wyoming, Cheyenne",field,09:16 mm:ss,05:24 mm:ss,,"41.2097, -104.8634",,slope_aspect: northwest,,,4 C,hand collected 5X10 cm,1,1 core,Aridisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,34.5 C,0.064 m3/m3,,,,,,,,,,,,,,,,,,
60881_1_C2,,,0.000 mS/cm,2023-06-26,15:50:00 hh:mm:ss,pastureland,"Grass, Shrub",0-10 cm,Central Plains,1926 m,__temperate savanna biome [ENVO:01000189],____agricultural field [ENVO:00000114],surface soil [ENVO:02000059],"United States: Wyoming, Cheyenne",field,09:16 mm:ss,05:24 mm:ss,,"41.2097, -104.8634",,slope_aspect: northwest,,,4 C,hand collected 5X10 cm,1,1 core,Aridisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,34.5 C,0.064 m3/m3,,,,,,,,,,,,,,,,,,
60881_1_C3,,,0.000 mS/cm,2023-06-26,15:50:00 hh:mm:ss,pastureland,"Grass, Shrub",0-10 cm,Central Plains,1926 m,__temperate savanna biome [ENVO:01000189],____agricultural field [ENVO:00000114],surface soil [ENVO:02000059],"United States: Wyoming, Cheyenne",field,09:16 mm:ss,05:24 mm:ss,,"41.2097, -104.8634",,slope_aspect: northwest,,,4 C,hand collected 5X10 cm,1,1 core,Aridisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,34.5 C,0.064 m3/m3,,,,,,,,,,,,,,,,,,
60881_1_C4,,,0.000 mS/cm,2023-06-26,15:50:00 hh:mm:ss,pastureland,"Grass, Shrub",0-10 cm,Central Plains,1926 m,__temperate savanna biome [ENVO:01000189],____agricultural field [ENVO:00000114],surface soil [ENVO:02000059],"United States: Wyoming, Cheyenne",field,09:16 mm:ss,05:24 mm:ss,,"41.2097, -104.8634",,slope_aspect: northwest,,,4 C,hand collected 5X10 cm,1,1 core,Aridisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,34.5 C,0.064 m3/m3,,,,,,,,,,,,,,,,,,
